"filename","tag_count","id","title","date","author","layout","guid","permalink","podPressPostSpecific","- 'a","categories","tags","podPressMedia","excerpt","enclosure","- ""http","image"
"2009-05-20-what-is-cooking-in-the-delphi-labs-3.md","7","674","Delphi Live! 2009 ? What is Cooking in the Delphi Labs ? Part 3","2009-05-20T23:32:53-06:00","Jim McKeeth","post","http://www.delphi.org/?p=674","/2009/05/what-is-cooking-in-the-delphi-labs-3/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","codegear, delphi, delphilive, formater, ide, News, Source Code","","","","",""
"2009-05-21-what-is-cooking-in-the-delphi-labs-4.md","6","684","Delphi Live! 2009 ? What is Cooking in the Delphi Labs ? Part 4","2009-05-21T13:53:39-06:00","Jim McKeeth","post","http://www.delphi.org/?p=684","/2009/05/what-is-cooking-in-the-delphi-labs-4/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","codegear, delphi, delphilive, macosx, News, rtti","","","","",""
"2009-05-27-delphi-2009-updates-3-4-are-in-the-wild.md","4","688","Delphi 2009 Updates 3 & 4 are in the Wild!","2009-05-27T15:59:24-06:00","Jim McKeeth","post","http://www.delphi.org/?p=688","/2009/05/delphi-2009-updates-3-4-are-in-the-wild/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","codegear, delphi, delphi 2009, News","","","","",""
"2009-05-28-what-is-cooking-in-the-delphi-labs-5.md","6","690","Delphi Live! 2009 ? What is Cooking in the Delphi Labs ? Part 5","2009-05-28T02:56:13-06:00","Jim McKeeth","post","http://www.delphi.org/?p=690","/2009/05/what-is-cooking-in-the-delphi-labs-5/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","delphi, delphi 2009, delphilive, News, unicode, Video podCast","","","","",""
"2009-05-28-what-is-cooking-in-the-delphi-labs-6.md","5","702","Delphi Live! 2009 ? What is Cooking in the Delphi Labs ? Part 6","2009-05-28T23:30:06-06:00","Jim McKeeth","post","http://www.delphi.org/?p=702","/2009/05/what-is-cooking-in-the-delphi-labs-6/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","delphi prism, delphilive, News, prism, Video podCast","","","","",""
"2009-05-29-check-out-bbspot-podcast.md","2","706","Check out BBspot Podcast","2009-05-29T13:54:43-06:00","Jim McKeeth","post","http://www.delphi.org/?p=706","/2009/05/check-out-bbspot-podcast/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","News, podcasting","","","","",""
"2009-05-30-what-is-cooking-in-the-delphi-labs-7.md","7","709","Delphi Live! 2009 ? What?s Cooking in the Delphi Labs ? Part 7","2009-05-30T22:08:34-06:00","Jim McKeeth","post","http://www.delphi.org/?p=709","/2009/05/what-is-cooking-in-the-delphi-labs-7/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","","AOP, Cirrus, delphi, delphi prism, delphilive, prism, Video podCast","","","","",""
"2009-05-31-video-now-included.md","2","715","Video now included","2009-05-31T23:30:44-06:00","Jim McKeeth","post","http://www.delphi.org/?p=715","/2009/05/video-now-included/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","","podcast, Video podCast","","","","",""
"2009-06-24-fun-side-of-delphi-with-marco-cantu-at-delphi-live-2009.md","1","718","Fun Side of Delphi with Marco Cantu at Delphi Live 2009!","2009-06-24T23:21:10-06:00","Jim McKeeth","post","http://www.delphi.org/2009/06/fun-side-of-delphi-with-marco-cantu-at-delphi-live-2009/","/2009/06/fun-side-of-delphi-with-marco-cantu-at-delphi-live-2009/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","News","","","","",""
"2009-06-29-30-delphi-prism-with-aop.md","6","724","30 ? Delphi Prism with AOP","2009-06-29T11:59:32-06:00","Jim McKeeth","post","http://www.delphi.org/?p=724","/2009/06/30-delphi-prism-with-aop/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","AOP, delphi, delphi prism, delphilive, ipod, News","","","","",""
"2009-06-30-delphi-live-2009-whitespace.md","1","719","Delphi Live! 2009 ? Whitespace","2009-06-30T03:49:02-06:00","Jim McKeeth","post","http://www.delphi.org/?p=719","/2009/06/delphi-live-2009-whitespace/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","News","","","","",""
"2009-07-03-what-do-you-want-to-hear.md","4","732","What do you want to hear?","2009-07-03T23:37:17-06:00","Jim McKeeth","post","http://www.delphi.org/?p=732","/2009/07/what-do-you-want-to-hear/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","feedback, News, podcast, uservoice","","","","",""
"2009-07-08-google-chrome-os.md","6","735","Google Chrome OS","2009-07-08T01:08:54-06:00","Jim McKeeth","post","http://www.delphi.org/?p=735","/2009/07/google-chrome-os/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","chrome, linux, mono, moonlight, News, silverlight","","","","",""
"2009-07-22-31-monotouchdevelopprism.md","9","739","31 ? MonoTouchDevelopPrism","2009-07-22T23:34:43-06:00","Jim McKeeth","post","http://www.delphi.org/?p=739","/2009/07/31-monotouchdevelopprism/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","","Audio podCast, coderage, delphi prism, delphilive, ekon, monodevelop, monotouch, podcast, silverlight","","","","",""
"2009-07-23-delphilive-presentation-downloads.md","2","741","DelphiLive! Presentation Downloads","2009-07-23T21:04:55-06:00","Jim McKeeth","post","http://www.delphi.org/?p=741","/2009/07/delphilive-presentation-downloads/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","delphi, News","","","","",""
"2009-07-28-32-upgrading-wordpress.md","4","745","32 ? Upgrading WordPress","2009-07-28T03:28:52-06:00","Jim McKeeth","post","http://www.delphi.org/?p=745","/2009/07/32-upgrading-wordpress/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","","Audio podCast, podcast, Video podCast, wordpress","","","","",""
"2009-08-25-delphi-2010-has-30-day-trial.md","1","747","Delphi 2010 has 30 Day Trial","2009-08-25T09:44:03-06:00","Jim McKeeth","post","http://www.delphi.org/?p=747","/2009/08/delphi-2010-has-30-day-trial/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","News","","","","",""
"2009-09-08-cirrus-aspect-oriented-programming-replay.md","7","749","Cirrus Aspect Oriented Programming Replay","2009-09-08T22:59:11-06:00","Jim McKeeth","post","http://www.delphi.org/?p=749","/2009/09/cirrus-aspect-oriented-programming-replay/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","",".NET, AOP, aspects, Cirrus, delphi prism, podcast, Video podCast","","","","",""
"2009-09-09-delphi-prism-silverlight-replay.md","6","756","Delphi Prism Silverlight Replay","2009-09-09T17:46:26-06:00","Jim McKeeth","post","http://www.delphi.org/?p=756","/2009/09/delphi-prism-silverlight-replay/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","","coderage, delphi prism, dotnet, podcast, silverlight, Video podCast","","","","",""
"2009-10-07-introducing-the-delphi-hotline.md","2","763","Introducing The Delphi Hotline","2009-10-07T23:19:44-06:00","Jim McKeeth","post","http://www.delphi.org/?p=763","/2009/10/introducing-the-delphi-hotline/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","News, podcast","","","","",""
"2009-10-12-33-andreas-hausladen.md","5","765","33 ? Andreas Hausladen","2009-10-12T00:30:32-06:00","Jim McKeeth","post","http://www.delphi.org/?p=765","/2009/10/33-andreas-hausladen/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","","Audio podCast, delphi, extensions, podcast, Spirit of Delphi","","","","",""
"2009-10-14-making-a-podcast.md","4","768","Making a Podcast","2009-10-14T00:01:48-06:00","Jim McKeeth","post","http://www.delphi.org/?p=768","/2009/10/making-a-podcast/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","Audio podCast, News, podcast, podcasting","","","","",""
"2009-10-19-34-craig-stuntz.md","2","788","34 ? Craig Stuntz","2009-10-19T02:18:16-06:00","Jim McKeeth","post","http://www.delphi.org/?p=788","/2009/10/34-craig-stuntz/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","","Audio podCast, podcast","","","","",""
"2009-10-20-spirit-of-delphi-poll.md","4","793","Spirit of Delphi Poll","2009-10-20T10:35:50-06:00","Jim McKeeth","post","http://www.delphi.org/?p=793","/2009/10/spirit-of-delphi-poll/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","delphi, News, poll, Spirit of Delphi","","","","",""
"2009-10-27-shineon.md","3","798","ShineOn 1.0.1.0 Released","2009-10-27T15:08:36-06:00","Jim McKeeth","post","http://www.delphi.org/?p=798","/2009/10/shineon/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News",".NET, News, Source Code","","","","",""
"2009-11-02-35-hadi-hariri.md","2","801","35 ? Hadi Hariri","2009-11-02T01:19:58-07:00","Jim McKeeth","post","http://www.delphi.org/?p=801","/2009/11/35-hadi-hariri/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","Audio podCast, News","","","","",""
"2009-11-02-delphi-legends-2009-community-award.md","5","803","Delphi Legends 2009 Community Award","2009-11-02T01:23:32-07:00","Jim McKeeth","post","http://www.delphi.org/?p=803","/2009/11/delphi-legends-2009-community-award/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","award, community, delphi, News, poll","","","","",""
"2009-11-05-tell-cary-a-birthday-story.md","1","811","Tell Cary a Birthday Story","2009-11-05T12:05:30-07:00","Jim McKeeth","post","http://www.delphi.org/?p=811","/2009/11/tell-cary-a-birthday-story/","","","News","News","","","","",""
"2009-11-21-36-zarko-gajic.md","7","820","36 ? ?arko Gaji?","2009-11-21T03:39:56-07:00","Jim McKeeth","post","http://www.delphi.org/?p=820","/2009/11/36-zarko-gajic/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","","Audio podCast, award, best practices, delphi, Embarcadero, questions, teaching","","","","",""
"2009-12-15-upcoming-michael-rozlog-interview.md","6","834","Upcoming Michael Rozlog Interview","2009-12-15T10:54:56-07:00","Jim McKeeth","post","http://www.delphi.org/?p=834","/2009/12/upcoming-michael-rozlog-interview/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","","delphi, podcast, product manager, questions, Request for feedback, road map","","","","",""
"2009-12-16-join-the-delphi-dropbox.md","5","838","Join the Delphi Dropbox","2009-12-16T14:31:00-07:00","Jim McKeeth","post","http://www.delphi.org/?p=838","/2009/12/join-the-delphi-dropbox/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","delphi, dropbox, freeware, News, Video podCast","","","","",""
"2009-12-21-first-dropbox-post.md","3","845","First Dropbox Post","2009-12-21T22:29:17-07:00","Jim McKeeth","post","http://www.delphi.org/?p=845","/2009/12/first-dropbox-post/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","dropbox, News, podcast","","","","//dl.dropbox.com/u/2847329/37%20-%20Rozlog%20-%20Rough.mp3\n20599008\naudio/mpeg\n",""
"2010-02-17-delphi-live-2010-call-for-papers.md","5","852","Delphi Live! 2010 ? Call for Papers","2010-02-17T10:19:28-07:00","Jim McKeeth","post","http://www.delphi.org/?p=852","/2010/02/delphi-live-2010-call-for-papers/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","community, conference, delphi, delphilive, News","","","","",""
"2010-02-22-michael-rozlog.md","8","859","37 ? Michael Rozlog","2010-02-22T22:35:12-07:00","Jim McKeeth","post","http://www.delphi.org/?p=859","/2010/02/michael-rozlog/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","","Audio podCast, fulcrum, interview, linux, mac, podcast, roadmap, videos","","","","",""
"2010-02-23-questions-for-marco-cantu-and-cary-jensen.md","4","864","Questions for Marco Cantu and Cary Jensen","2010-02-23T13:52:35-07:00","Jim McKeeth","post","http://www.delphi.org/?p=864","/2010/02/questions-for-marco-cantu-and-cary-jensen/","","","","delphi, interview, questions, Request for feedback","","","","",""
"2010-03-02-marco-cantus-rest-webinar.md","6","875","Marco Cantu?s REST Webinar","2010-03-02T18:34:04-07:00","Jim McKeeth","post","http://www.delphi.org/?p=875","/2010/03/marco-cantus-rest-webinar/","","","News","delphi, free, News, REST, training, webinar","","","","",""
"2010-03-10-delphi-live-date-updated.md","4","881","Delphi Live! Date Updated","2010-03-10T11:16:40-07:00","Jim McKeeth","post","http://www.delphi.org/?p=881","/2010/03/delphi-live-date-updated/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","conference, delphi, Embarcadero, News","","","","",""
"2010-03-16-38-marco-cary.md","7","891","38 ? Marco & Cary","2010-03-16T19:11:36-06:00","Jim McKeeth","post","http://www.delphi.org/?p=891","/2010/03/38-marco-cary/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","","Audio podCast, Australia, conference, delphi, podcast, REST, unicode","","","","",""
"2010-03-18-39-marc-hoffman-on-prism-and-mac.md","6","895","39 ? marc hoffman on Prism and Mac","2010-03-18T22:18:35-06:00","Jim McKeeth","post","http://www.delphi.org/?p=895","/2010/03/39-marc-hoffman-on-prism-and-mac/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","",".NET, Audio podCast, delphi, mac, macosx, podcast","","","","",""
"2010-04-08-monotouch-and-the-new-iphone-license.md","4","933","MonoTouch and the new iPhone license","2010-04-08T23:19:03-06:00","Jim McKeeth","post","http://www.delphi.org/?p=933","/2010/04/monotouch-and-the-new-iphone-license/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","apple, ipad, iphone, News","","","","",""
"2010-04-10-openness-vs-freedom.md","1","936","Openness vs. Freedom","2010-04-10T22:18:15-06:00","Jim McKeeth","post","http://www.delphi.org/?p=936","/2010/04/openness-vs-freedom/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","News","","","","",""
"2010-05-05-questions-for-nick-hodges.md","4","938","Questions for Nick Hodges","2010-05-05T08:08:02-06:00","Jim McKeeth","post","http://www.delphi.org/2010/05/questions-for-nick-hodges/","/2010/05/questions-for-nick-hodges/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","delphi, Embarcadero, News, questions","","","","",""
"2010-05-10-40-nick-hodges-part-1.md","2","942","40 ? Nick Hodges ? Part 1","2010-05-10T07:00:38-06:00","Jim McKeeth","post","http://www.delphi.org/?p=942","/2010/05/40-nick-hodges-part-1/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","","Audio podCast, podcast","","","","",""
"2010-05-18-41-primoz-gabrijelcic-omnithreadlibrary.md","8","947","41 ? Primoz Gabrijelcic ? OmniThreadLibrary","2010-05-18T02:05:16-06:00","Jim McKeeth","post","http://www.delphi.org/?p=947","/2010/05/41-primoz-gabrijelcic-omnithreadlibrary/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","64-bit, Audio podCast, delphi, garbage collection, mac, News, omnithreadlibrary, podcast","","","","",""
"2010-05-24-datarage-2-starts-tomorrow.md","1","951","DataRage 2 starts TOMORROW!","2010-05-24T12:23:28-06:00","Jim McKeeth","post","http://www.delphi.org/?p=951","/2010/05/datarage-2-starts-tomorrow/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","News","","","","",""
"2010-05-25-42-david-i.md","5","954","42 ? David I","2010-05-25T22:14:21-06:00","Jim McKeeth","post","http://www.delphi.org/?p=954","/2010/05/42-david-i/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","","Audio podCast, conference, delphi, Embarcadero, podcast","","","","",""
"2010-06-18-delphi-live-2010.md","1","964","Delphi Live! 2010","2010-06-18T00:36:47-06:00","Jim McKeeth","post","http://www.delphi.org/?p=964","/2010/06/delphi-live-2010/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","News","","","","",""
"2010-07-31-43-simon-kissel.md","1","969","43 ? Simon Kissel","2010-07-31T22:59:49-06:00","Jim McKeeth","post","http://delphi.org/?p=969","/2010/07/43-simon-kissel/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","","Audio podCast","","","","",""
